GeneID	NonTargeting_rep1	NonTargeting_rep2	p63KD_rep1	p63KD_rep2
SIK1	45174	45644	61233	57302
SIK2	6104	5520	6988	6735
SIK3	2403	2337	2981	2811
SIKE1	3255	2992	2758	2700
SIL1	2980	2824	5966	5680
SIM1	0	0	0	0
SIM2	98	94	158	117
SIMC1	555	524	405	405
SIN3A	6142	5959	4871	4665
SIN3B	2755	2915	2867	2531
SIPA1	941	836	968	858
SIPA1L1	2116	1925	1250	1140
SIPA1L2	731	697	627	618
SIPA1L3	3017	2902	2431	2203
SIRPA	3775	3999	10791	10069
SIRPB1	7	6	7	7
SIRPB2	20	21	14	12
SIRPD	0	0	0	0
SIRPG	19	16	52	47
SIRT1	1308	1171	1127	1148
SIRT2	1590	1554	1312	1184
SIRT3	1246	1345	1506	1352
SIRT4	15	18	41	42
SIRT5	2928	2630	4036	3843
SIRT6	776	718	728	654
SIRT7	950	1005	1072	967
SIT1	0	0	2	0
SIVA1	1808	1781	1254	1265
SIX1	733	705	556	569
SIX2	5	2	1	4
SIX3	1	4	6	2
SIX3-AS1	0	0	0	0
SIX4	1305	1300	1313	1214
SIX5	1036	1068	1316	1101
SIX6	0	0	0	0
SKA1	1777	1787	534	528
SKA2	3956	3793	2380	2601
SKA3	3100	3056	850	820
SKAP1	0	3	1	0
SKAP2	6505	6059	7754	7462
SKI	1734	1677	1661	1616
SKIDA1	63	79	72	53
SKIL	6952	6706	10368	9979
SKINTL	0	0	0	0
SKIV2L	4346	4037	4875	4465
SKIV2L2	5618	5403	4462	4383
SKOR1	1	2	4	4
SKOR2	0	0	0	0
SKP1	16378	15568	17023	17713
SKP1P2	1	0	0	0
SKP2	4646	4664	2249	2258
SLA	8	2	15	9
SLA2	5	3	7	3
SLAIN1	35	31	17	18
SLAIN2	4326	4351	3605	3657
SLAMF1	0	0	0	0
SLAMF6	0	0	0	0
SLAMF7	56	72	218	202
SLAMF8	0	0	0	0
SLAMF9	36	26	98	116
SLBP	3299	3177	2552	2732
SLC10A1	1	2	17	8
SLC10A2	0	0	0	0
SLC10A3	1651	1619	1348	1325
SLC10A4	1	0	2	1
SLC10A5	12	12	12	9
SLC10A6	7	5	3	7
SLC10A7	518	550	479	499
SLC11A1	1	2	3	1
SLC11A2	6656	6284	8088	7513
SLC12A1	0	2	1	0
SLC12A2	921	962	1414	1369
SLC12A3	7	5	19	15
SLC12A4	9168	9161	10063	9271
SLC12A5	0	0	1	1
SLC12A6	2591	2451	2807	2683
SLC12A7	229	220	608	602
SLC12A8	1000	963	1206	1154
SLC12A9	1564	1562	1907	1606
SLC13A1	1	1	3	0
SLC13A2	0	0	15	9
SLC13A3	26	9	22	21
SLC13A4	6	3	5	2
SLC13A5	0	0	1	0
SLC14A1	0	0	0	3
SLC14A2	7	8	31	28
SLC15A1	1	2	1	0
SLC15A2	483	431	1200	1105
SLC15A3	152	141	230	190
SLC15A4	1212	1293	1242	1246
SLC15A5	1	0	0	0
SLC16A1	8350	8006	5806	5690
SLC16A1-AS1	54	51	28	25
SLC16A10	125	107	43	35
SLC16A11	1	0	2	6
SLC16A12	52	48	12	15
SLC16A13	912	887	1194	1083
SLC16A14	5113	5163	7028	6685
SLC16A2	28711	29088	29219	27954
SLC16A3	14367	14140	27956	26073
SLC16A4	5	16	12	14
SLC16A5	1010	912	1232	1113
SLC16A6	188	180	286	232
SLC16A7	1177	1045	1370	1395
SLC16A8	2	0	3	2
SLC16A9	20	22	4	13
SLC17A1	0	0	0	0
SLC17A2	0	0	1	0
SLC17A3	0	0	0	0
SLC17A4	1	0	0	1
SLC17A5	1620	1647	4741	4482
SLC17A6	0	0	0	0
SLC17A7	3	3	9	1
SLC17A8	0	0	2	0
SLC17A9	0	2	1	1
SLC18A1	0	0	0	0
SLC18A2	14	11	2	3
SLC18A3	0	0	0	0
SLC18B1	4213	3961	4023	3913
SLC19A1	1337	1438	1128	1049
SLC19A2	1638	1491	1378	1410
SLC19A3	227	225	102	108
SLC1A1	45	36	442	433
SLC1A2	11	7	57	50
SLC1A3	31603	31642	42198	42004
SLC1A4	718	763	438	422
SLC1A5	15593	15000	5388	5349
SLC1A6	1	0	0	0
SLC1A7	0	0	0	0
SLC20A1	2872	3039	2994	2823
SLC20A2	2448	2368	2123	2044
SLC22A1	2	2	4	3
SLC22A10	0	0	0	0
SLC22A11	1	1	3	3
SLC22A12	0	0	0	0
SLC22A13	31	24	22	15
SLC22A14	22	26	39	39
SLC22A15	1074	1036	1171	1108
SLC22A16	1	0	1	1
SLC22A17	9	4	22	19
SLC22A18	1580	1520	4488	4095
SLC22A18AS	2	0	4	5
SLC22A2	2	3	3	5
SLC22A20	220	239	270	251
SLC22A23	1869	1646	2040	1863
SLC22A24	0	0	0	0
SLC22A25	0	0	0	0
SLC22A3	0	2	3	10
SLC22A31	18	18	7	10
SLC22A4	228	221	337	363
SLC22A5	3061	3049	4562	4450
SLC22A6	0	0	0	0
SLC22A7	0	1	0	0
SLC22A8	0	0	0	0
SLC22A9	0	0	0	0
SLC23A1	2	0	1	0
SLC23A2	1701	1795	1927	1879
SLC23A3	53	65	79	64
SLC24A1	1136	1075	970	853
SLC24A2	2	2	3	1
SLC24A3	152	153	197	205
SLC24A4	7	3	6	3
SLC24A5	0	0	0	1
SLC25A1	4250	4195	3927	3674
SLC25A10	2676	2692	2314	2229
SLC25A11	4387	4178	4177	4069
SLC25A12	3001	2988	3491	3558
SLC25A13	4636	4437	4508	4512
SLC25A14	318	270	300	255
SLC25A15	4027	3756	2589	2631
SLC25A16	654	680	640	624
SLC25A17	1648	1638	1425	1427
SLC25A18	0	0	1	0
SLC25A19	704	700	533	519
SLC25A2	0	0	0	0
SLC25A20	959	863	1567	1527
SLC25A21	304	272	171	178
SLC25A21-AS1	138	136	94	103
SLC25A22	1194	1251	1180	937
SLC25A23	7312	6923	8176	8029
SLC25A24	3577	3289	3453	3470
SLC25A25	517	610	895	860
SLC25A26	930	854	783	744
SLC25A27	235	224	217	192
SLC25A28	1426	1482	1103	1009
SLC25A29	724	795	1255	1007
SLC25A3	42261	41674	41235	42071
SLC25A30	1424	1335	1396	1406
SLC25A30-AS1	1	0	0	1
SLC25A31	0	1	0	0
SLC25A32	2234	2195	1562	1625
SLC25A33	390	355	289	253
SLC25A34	32	32	19	36
SLC25A35	391	485	470	394
SLC25A36	9491	8655	11292	11098
SLC25A37	793	729	1034	911
SLC25A38	1691	1544	1476	1423
SLC25A39	12956	12562	12244	11514
SLC25A3P1	0	0	0	0
SLC25A4	2656	2603	3558	3511
SLC25A40	2085	2081	1562	1566
SLC25A41	3	1	2	2
SLC25A42	175	176	239	234
SLC25A43	1779	1664	1381	1361
SLC25A44	2760	2507	2712	2546
SLC25A45	684	794	2623	2382
SLC25A46	3799	3663	3075	3052
SLC25A47	0	0	2	2
SLC25A48	0	0	0	0
SLC25A5	34978	32900	30297	30419
SLC25A5-AS1	49	40	39	39
SLC25A51	743	697	865	881
SLC25A51P1	0	0	0	0
SLC25A52	0	0	0	0
SLC25A53	9	10	9	12
SLC25A6	0	0	0	0
SLC26A1	12	10	26	22
SLC26A10	60	63	72	46
SLC26A11	403	412	706	664
SLC26A2	2210	2251	1695	1690
SLC26A3	0	0	1	0
SLC26A4	11	14	12	18
SLC26A4-AS1	2	0	0	2
SLC26A5	0	0	0	0
SLC26A6	3612	3639	5585	4885
SLC26A7	8	9	18	17
SLC26A8	1	1	4	2
SLC26A9	1	0	0	1
SLC27A1	371	387	529	460
SLC27A2	6295	6546	9453	9301
SLC27A3	1115	1118	980	952
SLC27A4	3484	3364	3555	3332
SLC27A5	285	270	140	138
SLC27A6	0	2	0	1
SLC28A1	14	21	10	12
SLC28A2	1	0	3	0
SLC28A3	545	440	707	652
SLC29A1	2441	2512	1002	938
SLC29A2	4829	4878	3607	3168
SLC29A3	1579	1523	1942	1796
SLC29A4	5	7	30	21
SLC2A1	10253	9939	10795	10619
SLC2A1-AS1	17	19	22	21
SLC2A10	1068	1047	2192	2029
SLC2A11	1250	1215	1781	1732
SLC2A12	970	868	363	355
SLC2A13	330	315	182	207
SLC2A14	25	23	25	26
SLC2A2	0	0	0	0
SLC2A3	1399	1412	1536	1440
SLC2A4	41	36	71	77
SLC2A4RG	4117	4278	2674	2545
SLC2A5	3	6	6	3
SLC2A6	655	639	630	589
SLC2A7	0	0	0	0
SLC2A8	726	703	752	766
SLC2A9	1712	1568	531	484
SLC30A1	3260	3193	4591	4286
SLC30A10	0	0	0	0
SLC30A2	1	0	0	0
SLC30A3	67	78	26	22
SLC30A4	370	335	259	279
SLC30A5	4833	4724	4929	4611
SLC30A6	4215	3905	4424	4147
SLC30A7	2297	2253	3472	3433
SLC30A8	0	0	0	0
SLC30A9	9806	9688	10180	10607
SLC31A1	7048	6935	9691	9292
SLC31A2	1285	1251	2264	2245
SLC32A1	0	0	0	0
SLC33A1	3150	2906	3418	3230
SLC34A1	1	2	1	3
SLC34A2	0	1	1	0
SLC34A3	32	45	184	139
SLC35A1	3105	2979	3524	3474
SLC35A2	2769	2636	3648	3454
SLC35A3	2952	2893	3561	3467
SLC35A4	4421	4189	4612	4353
SLC35A5	2598	2422	2872	2849
SLC35B1	2717	2766	3273	3047
SLC35B2	8830	8830	13262	12560
SLC35B3	2652	2494	3771	3653
SLC35B4	1477	1523	824	769
SLC35C1	2746	2714	4613	4220
SLC35C2	3565	3504	4475	4330
SLC35D1	5759	5436	2568	2441
SLC35D2	718	716	811	846
SLC35D3	1	0	1	0
SLC35E1	4555	4201	5021	4796
SLC35E2	371	344	507	404
SLC35E2B	2070	1927	2606	2283
SLC35E3	786	913	799	775
SLC35E4	284	278	414	360
SLC35F1	4	2	5	3
SLC35F2	2930	2796	2380	2199
SLC35F3	167	178	270	344
SLC35F4	0	0	0	0
SLC35F5	3672	3354	3374	3283
SLC35F6	5833	5967	7701	7546
SLC35G1	420	398	242	288
SLC35G2	288	271	491	580
SLC35G3	1	0	0	0
SLC35G4P	0	0	0	0
SLC35G5	0	0	0	1
SLC35G6	0	0	1	0
SLC36A1	1078	1067	379	422
SLC36A2	1	2	0	0
SLC36A3	0	0	0	0
SLC36A4	2785	2675	2032	2175
SLC37A1	2470	2425	3376	3285
SLC37A2	4923	4650	3229	2908
SLC37A3	1698	1660	2625	2510
SLC37A4	2811	2958	2286	2111
SLC38A1	40270	38465	37021	35944
SLC38A10	7197	7050	13884	13631
SLC38A11	0	0	2	0
SLC38A2	36529	35642	46049	43517
SLC38A3	27	33	43	42
SLC38A4	737	764	289	277
SLC38A5	54	42	53	53
SLC38A6	481	489	403	376
SLC38A7	1395	1351	1750	1604
SLC38A8	2	2	0	0
SLC38A9	1123	1109	1080	1061
SLC39A1	13028	13115	17232	16770
SLC39A10	15180	15052	32026	30419
SLC39A11	2770	2570	4283	4209
SLC39A12	0	0	4	1
SLC39A13	2144	2176	3450	3309
SLC39A14	2101	2011	1426	1419
SLC39A2	87	73	197	171
SLC39A3	944	1029	1347	1211
SLC39A4	26	12	59	52
SLC39A5	2	5	1	1
SLC39A6	6975	6911	6765	6563
SLC39A7	19161	18753	26612	25795
SLC39A8	4168	4147	6801	6732
SLC39A9	9566	9397	10598	10327
SLC3A1	2	2	1	5
SLC3A2	171231	166694	151916	144906
SLC40A1	1363	1260	3020	2895
SLC41A1	1578	1533	1519	1395
SLC41A2	1573	1559	2632	2540
SLC41A3	7266	7168	9212	8599
SLC43A1	42	39	12	25
SLC43A2	589	500	1091	996
SLC43A3	945	917	789	698
SLC44A1	19217	17570	20970	20080
SLC44A2	14953	14631	17448	16011
SLC44A3	2095	2025	4896	4724
SLC44A4	6	2	6	8
SLC44A5	3546	3375	2046	1973
SLC45A1	2	0	1	1
SLC45A2	0	3	1	3
SLC45A3	233	255	244	239
SLC45A4	1489	1350	2977	2637
SLC46A1	4727	4465	3240	2952
SLC46A2	0	0	0	0
SLC46A3	2330	2305	7521	7059
SLC47A1	723	664	186	183
SLC47A2	234	205	17	20
SLC48A1	3609	3560	3442	3275
SLC4A1	16	23	19	16
SLC4A10	0	0	2	2
SLC4A11	681	724	684	572
SLC4A1AP	2634	2657	2219	2292
SLC4A2	7157	7257	8844	8645
SLC4A3	2426	2581	1635	1407
SLC4A4	720	629	927	892
SLC4A5	20	15	27	27
SLC4A7	1858	1750	1208	1162
SLC4A8	128	122	155	152
SLC4A9	3	6	3	6
SLC50A1	1921	2011	1967	1889
SLC51A	1	1	3	0
SLC51B	31	31	99	131
SLC52A1	232	244	56	47
SLC52A2	4062	4054	5693	5421
SLC52A3	331	370	625	546
SLC5A1	0	0	1	0
SLC5A10	2	2	7	4
SLC5A11	11	8	18	10
SLC5A12	8	4	11	5
SLC5A2	1	0	3	2
SLC5A3	1473	1224	678	680
SLC5A4	0	2	0	0
SLC5A5	2	1	0	0
SLC5A6	2170	1997	1796	1561
SLC5A7	0	1	2	0
SLC5A8	0	0	0	0
SLC5A9	1	1	0	0
SLC6A1	0	0	0	0
SLC6A1-AS1	0	0	0	0
SLC6A10P	14	15	19	19
SLC6A11	605	651	199	204
SLC6A12	0	3	5	6
SLC6A13	1	4	3	2
SLC6A14	2832	2695	16347	15597
SLC6A15	0	0	0	0
SLC6A16	6	2	18	8
SLC6A17	92	83	269	256
SLC6A18	2	2	0	0
SLC6A19	3	7	38	27
SLC6A2	310	308	248	245
SLC6A20	17	24	91	117
SLC6A3	0	2	0	1
SLC6A4	7	10	4	11
SLC6A5	0	0	0	0
SLC6A6	5901	5686	14612	13537
SLC6A7	17	16	26	13
SLC6A8	2723	2637	5058	4747
SLC6A9	2049	1977	2175	1949
SLC7A1	11826	11544	20519	20820
SLC7A10	1	5	0	1
SLC7A11	10433	10364	3285	3325
SLC7A11-AS1	4	0	0	1
SLC7A13	0	0	0	0
SLC7A14	0	0	0	3
SLC7A2	375	305	757	709
SLC7A3	0	0	0	0
SLC7A4	1	2	1	0
SLC7A5	573571	573328	516459	492752
SLC7A5P1	21	16	12	10
SLC7A5P2	70	63	41	53
SLC7A6	7037	7129	7136	6647
SLC7A6OS	646	624	576	534
SLC7A7	81	88	203	197
SLC7A8	165	199	124	129
SLC7A9	0	0	3	0
SLC8A1	221	219	284	269
SLC8A1-AS1	1	0	0	1
SLC8A2	0	1	0	2
SLC8A3	0	0	0	0
SLC8B1	1937	1879	3739	3368
SLC9A1	1603	1394	1703	1723
SLC9A2	16	17	22	16
SLC9A3	0	2	1	3
SLC9A3R1	3980	3926	5620	5495
SLC9A3R2	647	576	811	779
SLC9A4	12	15	25	19
SLC9A5	296	351	480	400
SLC9A6	1306	1271	1492	1434
SLC9A7	2152	2051	3875	3711
SLC9A7P1	1	3	2	2
SLC9A8	2450	2467	3663	3372
SLC9A9	38	27	19	26
SLC9A9-AS1	0	0	0	0
SLC9B1	14	7	16	10
SLC9B2	913	890	536	570
SLC9C1	7	2	6	12
SLC9C2	1	1	0	1
SLCO1A2	177	165	154	122
SLCO1B1	0	1	1	4
SLCO1B3	4	2	1	6
SLCO1B7	0	0	0	0
SLCO1C1	0	0	0	0
SLCO2A1	6	10	79	63
SLCO2B1	14	20	88	89
SLCO3A1	3020	2860	2497	2460
SLCO4A1	148	153	447	412
SLCO4C1	0	0	0	0
SLCO5A1	1	0	0	1
SLCO6A1	0	0	0	0
SLED1	0	0	0	0
SLFN11	2218	2222	2576	2495
SLFN12	812	742	702	722
SLFN12L	1	1	0	0
SLFN13	1738	1737	1596	1427
SLFN14	0	0	0	0
SLFN5	2042	1850	5018	4897
SLFNL1	8	3	2	4
SLFNL1-AS1	33	26	29	29
SLIRP	1769	1933	1692	1668
SLIT1	8	12	30	23
SLIT2	48	35	21	22
SLIT2-IT1	0	0	0	0
SLIT3	3	0	0	0
SLITRK1	0	1	0	0
SLITRK2	0	0	1	1
SLITRK3	0	1	1	1
SLITRK4	5	13	14	9
SLITRK5	0	0	1	0
SLITRK6	114	86	166	154
SLK	13003	12131	10150	10065
SLMAP	4367	4126	4344	4359
SLMO1	168	175	111	109
SLMO2	5727	5283	4163	4018
SLMO2-ATP5E	0	1	0	2
SLN	0	0	0	0
SLPI	5927	5890	8979	8848
SLTM	8015	7803	6643	6565
SLU7	3131	3096	2617	2617
SLURP1	0	3	14	9
SLX1A	0	0	0	0
SLX1A-SULT1A3	0	0	0	0
SLX1B	0	0	0	0
SLX1B-SULT1A4	0	0	0	0
SLX4	1185	1172	623	570
SLX4IP	102	82	57	64
SMA4	192	214	154	146
SMA5	102	117	78	63
SMAD1	2023	1872	1608	1576
SMAD1-AS2	0	0	0	0
SMAD2	8084	7743	9958	9862
SMAD3	3686	3525	4456	4053
SMAD4	3808	3692	3722	3691
SMAD5	6119	5572	3626	3440
SMAD5-AS1	4	1	3	6
SMAD6	405	497	644	642
SMAD7	822	845	874	918
SMAD9	254	272	152	114
SMAGP	456	429	308	295
SMAP1	4099	4029	3905	3847
SMAP2	1451	1414	1367	1366
SMARCA1	1518	1409	1191	1158
SMARCA2	5174	4982	4759	4795
SMARCA4	7103	6670	5805	5819
SMARCA5	10348	9809	8002	7872
SMARCA5-AS1	0	0	4	5
SMARCAD1	3260	3071	2812	2760
SMARCAL1	1514	1422	1326	1327
SMARCB1	3552	3391	2653	2547
SMARCC1	9316	8805	6728	6722
SMARCC2	6100	5815	5795	5345
SMARCD1	3339	3276	2369	2122
SMARCD2	6634	6384	5312	5242
SMARCD3	798	784	790	706
SMARCE1	7452	7251	6676	6494
SMC1A	18327	17693	9592	9312
SMC1B	9	7	6	6
SMC2	8840	8397	3383	3417
SMC3	6335	6121	3440	3372
SMC4	18627	17966	9210	8907
SMC5	4359	4477	3456	3545
SMC5-AS1	37	26	17	27
SMC6	3348	3203	1977	2005
SMCHD1	4478	4310	5261	5063
SMCO2	21	14	20	12
SMCO3	1	1	1	0
SMCO4	243	244	431	449
SMCP	0	0	0	0
SMCR5	0	0	0	0
SMCR8	4030	3751	4022	3697
SMCR9	0	0	0	0
SMDT1	1556	1494	1757	1714
SMEK1	6137	5950	4731	4723
SMEK2	9979	9695	9676	9361
SMEK3P	2	0	0	0
SMG1	8837	7952	7487	7250
SMG1P1	122	119	86	81
SMG1P2	93	105	88	58
SMG1P3	272	169	132	148
SMG1P5	43	32	36	35
SMG1P7	301	335	229	169
SMG5	7104	7050	7577	6651
SMG6	2510	2405	2222	2150
SMG7	11288	10854	10405	9844
SMG7-AS1	6	4	5	6
SMG8	2042	1883	1908	1729
SMG9	2408	2388	2293	2109
SMIM1	32	22	58	59
SMIM10	0	3	0	0
SMIM11	881	847	693	710
SMIM12	2195	2193	2200	2228
SMIM13	3226	3025	1954	1851
SMIM14	1291	1264	1901	1870
SMIM15	4803	4469	3698	3693
SMIM17	22	28	51	46
SMIM18	0	0	0	0
SMIM19	657	652	657	720
SMIM2	4	5	1	1
SMIM2-AS1	54	49	53	62
SMIM2-IT1	2	1	3	0
SMIM20	997	989	1047	1030
SMIM21	0	0	0	0
SMIM22	42	42	143	171
SMIM23	0	0	0	0
SMIM24	10	2	17	18
SMIM3	408	356	274	283
SMIM4	402	341	409	436
SMIM5	8	4	32	26
SMIM6	37	22	153	129
SMIM7	3418	3312	3313	3391
SMIM8	637	594	606	626
SMIM9	0	0	0	0
SMKR1	66	61	50	31
SMLR1	0	0	0	0
SMN1	0	0	0	0
SMN2	0	0	0	0
SMNDC1	2372	2201	1647	1530
SMO	2853	2733	1958	1983
SMOC1	8912	8398	13949	13204
SMOC2	20	17	4	9
SMOX	1569	1401	3303	3167
SMPD1	741	754	3606	3381
SMPD2	1207	1154	1364	1338
SMPD3	4	2	2	3
SMPD4	5220	5277	3300	2986
SMPDL3A	1023	1068	3837	3857
SMPDL3B	758	834	1088	965
SMPX	0	0	2	0
SMR3A	0	0	0	0
SMR3B	0	0	0	0
SMS	6010	5886	5053	5010
SMTN	1368	1384	667	653
SMTNL1	0	1	0	0
SMTNL2	3	2	1	0
SMU1	5217	5040	3718	3707
SMUG1	1591	1463	1542	1472
SMURF1	2415	2243	2320	2281
SMURF2	1470	1415	1338	1300
SMYD1	0	1	3	2
SMYD2	2067	2059	1641	1606
SMYD3	687	694	849	830
SMYD4	1091	1089	871	851
SMYD5	1495	1401	1175	1081
SNAI1	15	9	13	4
SNAI2	1048	1039	498	490
SNAI3	84	67	24	25
SNAI3-AS1	197	185	121	130
SNAP23	2839	2570	3320	3344
SNAP25	0	0	0	0
SNAP25-AS1	1	0	0	0
SNAP29	2501	2513	2687	2605
SNAP47	1539	1426	1031	1042
SNAP91	0	0	1	0
SNAPC1	980	926	596	596
SNAPC2	589	562	491	490
SNAPC3	1375	1325	1419	1413
SNAPC4	1060	1173	938	874
SNAPC5	530	476	472	466
SNAPIN	1195	1190	1147	1105
SNAR-A1	0	0	0	0
SNAR-A10	0	0	0	0
SNAR-A11	0	0	0	0
SNAR-A12	0	0	0	0
SNAR-A13	0	0	0	0
SNAR-A14	0	0	0	0
SNAR-A2	0	0	0	0
SNAR-A3	0	0	0	0
SNAR-A4	0	0	0	0
SNAR-A5	0	0	0	0
SNAR-A6	0	0	0	0
SNAR-A7	0	0	0	0
SNAR-A8	0	0	0	0
SNAR-A9	0	0	0	0
SNAR-B1	0	0	0	0
SNAR-B2	0	0	0	0
SNAR-C1	0	0	0	0
SNAR-C2	0	0	0	0
SNAR-C3	0	0	0	0
SNAR-C4	0	0	0	0
SNAR-C5	0	0	0	0
SNAR-D	0	0	0	0
SNAR-E	0	0	0	0
SNAR-F	0	0	0	0
SNAR-G1	0	0	0	0
SNAR-G2	0	0	0	0
SNAR-H	0	0	0	0
SNAR-I	0	0	0	0
SNCA	146	142	62	59
SNCA-AS1	0	0	0	0
SNCAIP	176	170	49	40
SNCB	2	0	0	0
SNCG	8382	8038	2050	2040
SND1	15255	14913	14012	13604
SND1-IT1	1	1	0	1
SNED1	321	302	1091	1008
SNF8	2792	2729	2509	2589
SNHG1	5175	5190	2929	2892
SNHG10	305	308	215	188
SNHG11	627	648	729	690
SNHG12	326	377	390	300
SNHG15	1158	1188	457	464
SNHG16	3845	3931	3444	3385
SNHG17	1922	1981	1062	1155
SNHG18	1	2	5	3
SNHG20	257	254	143	154
SNHG21	246	261	175	169
SNHG22	0	0	0	1
SNHG3	1187	1151	576	538
SNHG4	455	508	232	156
SNHG5	945	921	628	679
SNHG6	2410	2357	1500	1573
SNHG7	1320	1360	1054	1038
SNHG8	1855	1912	991	1004
SNHG9	96	111	123	137
SNIP1	1206	1223	970	973
SNN	3559	3360	1921	1840
SNORA1	52	56	25	22
SNORA10	12	19	10	4
SNORA11	1	2	1	4
SNORA11B	0	0	0	0
SNORA11C	0	0	0	0
SNORA11D	0	0	0	0
SNORA11E	0	0	0	0
SNORA12	4	4	0	1
SNORA13	6	12	7	5
SNORA14A	2	3	0	2
SNORA14B	17	13	8	7
SNORA15	2	1	3	1
SNORA16A	39	23	26	23
SNORA16B	6	4	7	3
SNORA17	0	0	0	0
SNORA18	309	330	145	146
SNORA19	3	1	0	2
SNORA20	5	5	3	3
SNORA21	8	15	6	4
SNORA22	4	1	3	5
SNORA23	4	1	2	2
SNORA24	29	26	13	12
SNORA25	82	119	92	98
SNORA26	31	28	24	13
SNORA27	17	17	12	17
SNORA28	2	5	2	4
SNORA29	3	2	5	2
SNORA2A	4	1	3	1
SNORA2B	6	3	2	1
SNORA30	1	3	0	0
SNORA31	8	10	17	12
SNORA32	158	179	122	110
SNORA33	92	102	61	71
SNORA34	3	5	1	2
SNORA35	0	0	0	0
SNORA36A	0	0	0	0
SNORA36B	0	0	0	0
SNORA36C	0	0	0	0
SNORA37	2	0	0	1
SNORA38	0	0	1	1
SNORA38B	5	5	3	1
SNORA4	22	31	16	14
SNORA40	419	453	216	184
SNORA41	10	11	12	13
SNORA43	0	0	0	0
SNORA44	9	4	12	18
SNORA45A	30	27	27	18
SNORA45B	25	30	14	19
SNORA46	2	2	3	2
SNORA47	6	5	4	6
SNORA48	19	13	11	16
SNORA49	0	3	0	0
SNORA51	5	6	7	6
SNORA52	18	12	14	10
SNORA53	20	8	3	10
SNORA54	1	1	1	2
SNORA55	13	11	6	10
SNORA56	0	0	0	0
SNORA57	16	18	11	18
SNORA58	3	3	1	1
SNORA59A	0	0	0	0
SNORA59B	0	0	0	0
SNORA5A	14	11	10	8
SNORA5B	15	13	4	11
SNORA5C	29	28	17	23
SNORA6	38	35	20	16
SNORA60	25	27	24	22
SNORA61	78	99	59	56
SNORA62	39	44	22	24
SNORA63	23	33	27	19
SNORA64	15	17	9	11
SNORA65	5	4	3	1
SNORA66	14	14	4	3
SNORA67	43	45	30	22
SNORA68	16	18	10	7
SNORA69	19	7	11	13
SNORA70	114	136	91	81
SNORA70B	0	0	0	1
SNORA70C	0	0	0	0
SNORA70D	0	0	0	0
SNORA70E	0	0	0	0
SNORA70F	1	1	1	0
SNORA70G	0	0	0	0
SNORA71A	9	14	9	3
SNORA71B	23	28	22	11
SNORA71C	19	19	13	10
SNORA71D	0	1	0	1
SNORA71E	8	8	17	8
SNORA72	37	38	25	21
SNORA74A	0	2	0	0
SNORA74B	0	0	0	0
SNORA75	8	9	9	8
SNORA76A	4	4	1	0
SNORA76C	16	14	6	6
SNORA77	2	2	3	0
SNORA78	2	4	1	0
SNORA79	2	0	0	0
SNORA7A	0	0	0	0
SNORA7B	5	2	2	1
SNORA8	201	217	142	152
SNORA80A	0	0	0	0
SNORA80B	0	3	1	0
SNORA80E	4	2	2	3
SNORA81	48	54	37	18
SNORA84	0	1	0	3
SNORA9	60	58	26	22
SNORD10	19	11	18	18
SNORD100	32	29	20	19
SNORD101	60	61	30	23
SNORD102	32	28	15	24
SNORD103A	0	0	0	0
SNORD103B	0	0	0	0
SNORD104	77	91	45	39
SNORD105	1	0	0	0
SNORD105B	0	0	0	0
SNORD107	0	0	0	0
SNORD108	0	0	0	0
SNORD109A	0	0	0	0
SNORD109B	0	0	0	0
SNORD11	10	6	2	5
SNORD110	13	13	5	7
SNORD111	0	0	0	0
SNORD111B	0	0	0	0
SNORD113-1	0	0	0	0
SNORD113-2	0	0	0	0
SNORD113-4	0	0	0	0
SNORD113-5	0	0	0	0
SNORD113-6	0	0	0	0
SNORD113-7	0	0	0	0
SNORD113-9	0	0	0	0
SNORD114-1	0	0	0	0
SNORD114-10	0	0	0	0
SNORD114-11	0	0	0	0
SNORD114-12	0	0	0	0
SNORD114-13	0	0	0	0
SNORD114-14	0	0	0	0
SNORD114-15	0	0	0	0
SNORD114-16	0	0	0	0
SNORD114-17	0	0	0	0
SNORD114-18	0	0	0	0
SNORD114-19	0	0	0	0
SNORD114-2	0	0	0	0
SNORD114-20	0	0	0	0
SNORD114-21	0	0	0	0
SNORD114-22	0	0	0	0
SNORD114-23	0	0	0	0
SNORD114-24	0	0	0	0
SNORD114-25	0	0	0	0
SNORD114-26	0	0	0	0
SNORD114-27	0	0	0	0
SNORD114-28	0	0	0	0
SNORD114-29	0	0	0	0
SNORD114-3	0	0	0	0
SNORD114-30	0	0	0	0
SNORD114-31	0	0	0	0
SNORD114-4	0	0	0	0
SNORD114-5	0	0	0	0
SNORD114-6	0	0	0	0
SNORD114-7	0	0	0	0
SNORD114-8	0	0	0	0
SNORD114-9	0	0	0	0
SNORD115-1	0	0	0	0
SNORD115-10	0	0	0	0
SNORD115-11	0	0	0	0
SNORD115-12	0	0	0	0
SNORD115-13	0	0	0	0
SNORD115-14	0	0	0	0
SNORD115-15	0	0	0	0
SNORD115-16	0	0	0	0
SNORD115-17	0	0	0	0
SNORD115-18	0	0	0	0
SNORD115-19	0	0	0	0
SNORD115-2	0	0	0	0
SNORD115-20	0	0	0	0
SNORD115-21	0	0	0	0
SNORD115-22	0	0	0	0
SNORD115-23	0	0	0	0
SNORD115-24	0	0	0	0
SNORD115-25	0	0	0	0
